,caption,target,prediction,onnx
507,"Auction #21
32mm Bubble Cap/ 1 hitter Combo

STARTS AT $10
EVEN # BIDS ONLY
TAG PREVIOUS HIGH BIDDER
ENDS WHEN I CALL IT
BIN 30$$
Winners adds $3 for shipping
Ships within days
*PAYPAL* CASHAPP* VENMO* GOOGLEWALLET*
Good luck  and Thanks

#bubblecap #carbcap #710 #dabs #art #glass #auction #glassauction #glassforsale 
#orange #texasart #thanks",1,1,1
508,"•• SOLD••
Absolutely stunning mini tube set made by @jonkglass 🎋🎋 .
.
DM to inquire 📲
.
.
#trichomecity #jonkglass #jonkminitube #cropcircles #bubblecap #cloudsovercanada #oprasbookclub #headyglass #headyscoops #islandmade #moodmat #jonkmoodmat #handmade #headyglassforsale",0,0,0
509,"“Ov3rK1ll” the 2019 collaboration space bot 🤖 between @nathan_miers x @joepglass 💎 🔥🚀 The piece is owned by @zen_extract 🤮🤮🤮 I’m also super stoked with the way some of my editing has progressed, always just trying to improve. Let me know what you think of the shots!!! 🙏🏻❤️📸🔥 I hope everyone has a great start to the week 🙏🏻❤️🚀🚀🚀🚀🚀🚀🚀🚀
.
#everdream #glassart #glassofig #710 #710society #420 #its420somewhere  #contemporaryglass #bestofglass #headyart #artwork #oprahsbookclub #denver #canon #colorado #boroglass #glassphotography #evergreen #issarobot #studiophotography #bestofglass #thcsamuel #joepglass #art  #nathanmiers #n8 #sold",0,0,0
510,@charliglass killing it again with this leafed out Sherlock. Fits so good on my hand it just might never leave it #glass #rig #waterpipe #glasscollector #bong #spoon #banger #pipes #chillum #recycler #sidecar #bubblecap #steamroller #nectarcollector #spubler #watson #oilrig #sherlock #nail #dabber #batteries #dabswords #minis #perculator #slides #insideout #fumed #colors #happycrab,0,0,0
511,Elephant auction taking place @xfadeglass go leave your bids!,0,1,1
512,"The art of glassblowing has always peaked my interest, it pushes the boundaries of what's even possible. .
.
Piece by @popeyeglass
.
.
.
.
#oprahsbookclub #oprahswookclub #boro #headyglass #headyart #glasslife",0,0,0
513,"The reality behind doing it for the gram 😂
@4myhead Papaya Cake 120u
I want to see more dab fuckery. Have some fun with it 🤙🏽
The combination of @toro_glass grail x @dglassart bubble cap x @wolfe.glass quartz pucks will truly rip you a new one when going big 😅
#pleasestayonthegrass #ilovelamp",0,0,0
514,I’m loving this. More amazing work from artist @tammyballer Can’t wait to feature her work in the new store #glass #rig #waterpipe #glasscollector #bong #spoon #banger #pipes #chillum #recycler #sidecar #bubblecap #steamroller #nectarcollector #spubler #watson #oilrig #sherlock #nail #dabber #batteries #dabswords #minis #perculator #slides #insideout #fumed #colors #happycrab,0,0,0
515,It feels just like yesterday that I stumbled across @wooklace 🙌🏻🙌🏻 I was early into my glass collection and it was a dream to eventually acquire one. A few months ago a scooped one from his site and was blown away at the quality and craftsmanship that has gone into the piece. I’m so happy I entered into his giveaway a few months ago because I managed to win Second Place!🥈He laced me up a POPPIN @dippyglass Banana on a SLIM Wooklace 🤯😤🤯 I honestly will never flex anything other than his work with my heaters because it adds to these artists work and shows you RESPECT what you buy #headyglass #wooklace #heater #headypendant #headyart #giveaway #craftsmanship #quality  #glassofig #dippyglass,0,0,0
516,"Aquamarine and tanzanite, which is your favorite?
.
Appreciate any feedback
Dm if interested",0,0,0
517,"So pumped how the pattern turned out on this tube! That @greasy_glass redwood sparkle is so lit!🔫
Scooped up by @pickle727",0,0,0
518,"Made this little pink hammer pipe for one of my friends. Turned out pretty nice for my first attempt😁
•
•
•
 #terps #710community #710 #dabs #meltshot  #headyglass #rigs  #shatter #bubblecap #shatterday #glassart #minitube #dabbersunite #headyglassart #pendantsofig #glass #highendglass #glassgallery #glassofig #bestogglass
#glasslife #pendantsofig",0,0,0
519,"Finally finished and functioning like a boss
No sips just rips 🤘 
#prodigyglass #heady #headyart #headyglass #bestofglass #glassforsale #sellglass #buyglass #wook #headyboro #recycler #function #functionalart #squad #glassofig  #worky #raptor #skull #fossils #dinosaur #nosipsjustrips",0,0,0
520,"Puffco Peak bubble cap 🌌🛸
.
.
.
#asaglass #spacetech #holder 
#bubblecap  #puffcopeak #functionalart #honeycomb #silver #gold #fume #photooftheday #glassofig #oprahsbookclub #tastetheasa",0,0,0
521,"focus 🌊 
#tiedyeclothes #hippiestyle #tiedye #tiedyeart #grateful #hippieart #heady #headyart #peacefulart #color #colorful #tieanddye #tiedyeties #gratefuldead #festival #festivalwear #wearableart #handdyed #tiedye4life #dharmatradingco #gratefuldyes #anandadyes",0,0,0
522,"🔥🔥AUCTION🔥🔥 Hi friends🙂 Up for auction today is this cfl elixir rainbow bubblecap. Fits up to 25mm bangers. Bidding starts at $25 with minimum of $5 increments to raise. Shipping is $7. Winner must be paypal, credit/debit or cash app ready at end of auction. Please be of legal buying age in your state. 10 minute snipe rule is in effect. 
Auction ends Tuesday 7:10pm pdt. Happy bidding and thanks for your support😋
#alanbglass#terps#cfl#glassforsale#710#420#710society#fueledbythc#oprahsbookclub#thousanddollarsmoke#dabstagram#heady#cannabiscommunity#kush#dabbersdaily",1,1,1
523,"Have a few more bubble caps to post today up for grabs. This one is 15$ shipped and fits 25mm Bangers.

#buymyglass #glassdabz #glassgallery #glassblowing #glassforsale #boroforsale #boroballers #highendglass #glassofig #dabbers_unite #dabbingdaily #bubblecap #carbcapsofig #carbcap #carbcapsforsale #terpspinner #wfayo #oprahswookclub #rawlife247 #710 #420 #shatter #wax #ostf",0,0,0
524,this one’s sold :) I’m very thankful for my friends and collectors 🙏 #bubblecap,0,0,0
525,"[EDIT: CLOSED. NOW UP FOR WHOLESALE INVENTORY, Shops Hit Me Up!] AUCTION TIME! Today we have The skull of frankensteins monster! 💀 Must be paypal/venmo ready, Starts at $30, Bid whatever, no reserve, no buy it now, ends tomorrow at 11am, please tag whoever you outbid, you pay paypal fee and I’ll pay shipping 🙏 (comes signed on the bottom) made with @glassalchemy Haterade 🔥 Get yo bids in before tomorrow, Hang Video at the end ✌️ #coe33 #boro #cfl #headyglass #dabstagram #glassofig #glassblowing #goodshit #newshit #sramirezglass #madeintheus #420 #710 #instaweed #headyglassart #headypendys #bubblecap #cflreactive #freeglass #glassgiveaway #lampworking #AZ #azlocal #glass",1,1,1
526,"Check out the new website and snag some art! www.okcannasseur.com
www.americancannasseur.com
.
.
.
.
.
.
.
#cannabisnews #cannabis #marijuana #leafly #hightimes #staymedicated #cannabiscup #headydesign #headyart #headshop #sq788 #freedom #plantmedicine #oklahomacity #weedmaps #cannabiscommunity #oklahomamedicalmarijuana #oklahomacannabiscommunity",0,0,0
527,"Another 'ice pick' bubble cap. This one is still available!

#dabber #dab #dablife #420 #710 #glasstool #dabtool #bubblecap #bubble710 #710hit #smoke710 #smoke #smokingcommunity",0,0,0
528,"$35 shipped in the lower 48. 10, 25 mm bubble caps. Lots of nice colors, sparkle, swipe to see them all! #glass #glassofig #glassblowing #glassforsale #glassart #carbcap #bubblecap #dabbersdaily #dabbers #minirig #rigsofig #coe33 #boro #cfl",0,0,0
529,"Here are a few new bubble caps from yesterday: Agua Azul x 2, Terps (special request), and a Serendipity that is about as small as it can be and still fit 25mm x 2.5mm buckets🔥 Send a DM for other questions. Have a good Monday!
#jongglass #bubblecap #seattle #terps #serendipity #aguaazul",0,0,0
530,My newest additions to my cap collection @strictlyclits thx Raj @lemonade_glassworks thx for the deal on the 2 caps #710 #710gallery #710life #710community #710movement #710lifestyle #710daily #710society #dabstagram710 #dabstagram #dab #dabsociety #dabs #dablife #dablifestyle #dabtools #carbcap #bubblecap #dabbing #dabindreads #dreadlocks #dreads #420 #420lifestyle #420life #420daily #420society #weedstagram420 #marijuana #weed,0,0,0
531,"Few wormhole caps will be available soon, here's one of my personal favorite triple layers from the recent batch 💎🙏 hope you all are having a great day! Thanks for your love and support! - Scooby

#fumicello #fume #fumecrew #glassofig #glassart #glassforsale #highsociety #weed #recycler #kleinrecycler #functiononpoint #waterspinner #terps #terpspinner #functiongameonpoint #bubbletrap #scoobymeowglass #heady #bubblecap #wormhole #marble",0,0,0
532,"Not a bad amount of work for not having much time and being a bit sick.  This is all heading to champs Vegas.  Booth 2116 come on and stop by.  Thanks for looking. 🔥🏔
#coloradoglass #glassforsale #headyglass #headyglassforsale #10mmmafia #lowtemp #wasteittotasteit #topshelflife #oprahswookclub #terps #terpsonterps #smallerisballer #grommytube #sauce #cbd #bubblecap #cbdisolate #710 #420 #glassart #rigsofig",0,0,0
533,@skimaskglass is def up to something in this pic. Brave of @bishop3333 to let him get so close! 📷 @photosilicate ———————————————#pipeclassic12 #pipeclassic14 #glasspipes #vermont #burlington #vermont #competition #bestofthebest #glassart #glassporn #cannabis #glassblowing #degenerateart #oprahsbookclub #oprahswookclub #oprahsfightclub #glasspipesforsale #headyart #cannabiscommunity #longlivepipes,0,0,0
534,"@steve_sizelove directional caps available! These are stunning, and fit 25mm bangers perfectly. #sizelove #teamsizelove #headyglass #bubblecap #glassforsale",0,0,0
535,"Beautiful shaping by the great @coojoglass. Swipe to see progress shots!

PHOTO: @banginaround
.
.
.
#artthatgivesback #michiganglassproject #2019mgp #glassofig #headyart #bestofglass",0,0,0
536,New logo I’ve been working on for @tokingwhale  Be on the look out for his new pucks and dabmats and peep some of the 🔥 glass he sells and trades!,0,0,0
537,"This @skrillinger is oozing with love and color 🌈 A fat opal coin is adorned by a setting of beautiful drips 💦 on what is a lovely & currently available submission from #PipesInThePanhandle 💎 Snag this heater for a great price today with a pelican included 💼 or Hit the DMs to work out a deal 🙌🏻🔥
* Shipping Nationwide📦
* Payment plans available 💵
* DMs are always open 💻📲📩
.
.
.
#bestofglass #glassofig #functionalglassart #headyglass #glassart #headyart #tleafgallery #tleafsmokeshop #tleafcrew #glassporn #glassofinstagram #glasspipe #420 #710 #heady #headyglassforsale #headyglassart #headylife #glass #glassblowing #glass4sale #glassforsale",0,0,0
538,"Droppin’ some @whitemousseoklahoma Super Louie diamonds w/terps I picked up from @craftcannabiscompany through my @mobiusglass #recurvematrix, @highlyeducatedti #v2gavel, @constant.gems #rubysteamroller, capped with my @borocat blue dream and crushed opal #bubblecap. These meds are wicked fire...potent AF with clear, energetic effect. Which makes sense given it’s lineage is a cross of #supersilverhaze and #grapelouie. I bought 7g...that should speak for itself, haha. Stoked to see that #okiefire emerging on the scene. The drop was on Monday, and I can almost guarantee they’re already gone. Gotta watch out for those drops and catch the #terps like Pokémon, fam. 💯🔥💎🤫😤😁✌🏻💙 #405smokersclub #sq788 #smokelahoma #tokelahoma #okmmj #oklahomammj #oklahomacannabiscommunity #oklahomacannabis #oklahomamedicalcannabis #headyglass #headylife #oprahswookclub #thousanddollarsmoke #thousanddollarglass #wedontsmokethesame #dabs #firemeds #topshelfonly #weshouldsmoke",0,0,0
539,Made a few bowls with these sections from @loudon__glass #glassofig #14mm #rainbow #availableglass #glassforsale #tiedye #bayareaglass #berkeley #sebastopol #handmade #madeincalifornia #wfayo #oprahsbookclub #oprahswookclub #runtz #girlswhosmoke #martini #glasslove #glassporn #headyglass #headyart #functionalglassart #craft,0,0,0
540,"🚨24 Hour Auction🚨
Weedle Pokémon pendant. Leave your bids in the comments below!
Artist: @mythicglass
(About 2.25 x 1 inches) (L x W)
👇👇AUCTION RULES👇👇
👉Starting Bid: $80
👉Bid Increments: $10 minimum
👉Tag the person you outbid
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Tuesday 1:30 P.M. ET
👉Shipping Same Week
👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #glassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass",1,1,1
541,New #bubblecap #carbcaps from @dig_glassworks 💥🤩 #carbcap #digglass #sacredgeometry,0,0,0
542,@puntington taking the Third Place cup! It’s hard for me to describe but something felt special about this moment. 📷 @photosilicate ——————————————-#pipeclassic12 #pipeclassic14 #glasspipes #burlington #vermont #competition #bestofthebest #glassart #glassporn #cannabis #glassblowing #degenerateart #oprahsbookclub #oprahswookclub #oprahsfightclub #glasspipesforsale #headyart #cannabiscommunity #longlivepipes,0,0,0
543,"Yes.
.
@nowglass .
.
#functionalart #functionalglass #functionalglassart #glassart #glassofig #headyart #headyglassart #headyglass #headygirls #girlswhodab #jelly #jellyfish #dabs #710",0,0,0
544,-SOLD- Some new tech I tried out. Implosion from the rim of a tube and I had no vacuum so I accidentally trapped a stretched out air bubble in there 😂 I like the pinwheel look though and I’m definitely going to experiment some more with this tech in the future,0,0,0
545,***Sold*** This #bubblecap looks blue sometimes and purple other times. It's made from an experimental blue that I scooped from @trautmanartglass a while back. I do believe the used #gunmounts in the mix. Will work with #25mm and #30mm flat top bangers. #glassofig #glassforsale #headyart #420 #710 #dabs #opal #mayoralquartz #highlyeducated #torograil #eternalquartz #qcb #halenquartz #dabs #drlglass #drlglasslovesyou,0,0,0
546,@charlieshawglass bubble cap. Fits 25-30 flat top bangers. Dm if interested. #charlieshaw #teamsizelove #bestofglass #glassofig #bubblecap #flattop #grail #corereactor #gavel #evanshore,0,0,0
547,"Conditionally Unconditional
⠀⠀⠀⠀⠀⠀⠀⠀
What does this mean to you?
⠀⠀⠀⠀⠀⠀⠀⠀
Swipe to see Tentacles in motion.
⠀⠀⠀⠀⠀⠀⠀⠀
.
.
.
.
.
.
. .
.
.
.
.
#psychedelicartist #psytribe #colourburst
#thirdeyeart #psychedelicmoods #spiritualart #galactic #deepdream #goodvibestribe #headyart #mushroomhead #tentacles #octopus",0,0,0
